CustomerID,LastPurchaseDate,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score
15150,2023-11-22 12:52:00,10,5291.33,16,4,5,5,455
15152,2023-11-30 12:32:00,13,4745.69,9,5,5,5,555
15153,2023-11-08 17:09:00,1,329.25,30,4,1,2,412
15154,2023-09-25 16:05:00,1,254.28,74,2,1,2,212
15156,2023-12-08 18:22:00,3,961.49,0,5,3,4,534
15157,2023-12-06 11:28:00,3,1936.07,3,5,3,4,534
15158,2023-10-25 13:53:00,1,401.40000000000003,44,3,1,2,312
15159,2023-12-08 12:05:00,30,18641.010000000002,1,5,5,5,555
15160,2022-12-17 14:15:00,1,158.16,356,1,1,1,111
15163,2023-11-21 13:10:00,2,304.47,17,4,3,2,432
15164,2023-10-02 12:05:00,3,824.58,68,3,3,3,333
15165,2022-12-01 14:03:00,1,487.75,372,1,1,3,113
15167,2023-01-23 12:41:00,1,158.8,320,1,1,1,111
15168,2023-11-14 11:26:00,1,106.56,25,4,1,1,411
15171,2023-01-12 15:36:00,1,1289.5,330,1,1,4,114
15172,2023-12-01 11:51:00,5,1624.05,8,5,4,4,544
15174,2023-01-21 09:06:00,1,135.75,322,1,1,1,111
15175,2023-09-29 11:31:00,1,224.14,71,3,1,1,311
15178,2023-03-24 15:12:00,1,40.5,259,1,1,1,111
15179,2023-11-21 12:53:00,5,2206.9500000000003,17,4,4,5,445
15180,2022-12-07 14:57:00,1,87.5,366,1,1,1,111
15181,2023-10-04 13:58:00,3,689.48,65,3,3,3,333
15182,2023-07-08 13:37:00,2,622.85,153,2,3,3,233
15184,2023-11-10 13:41:00,2,402.2,28,4,3,2,432
15185,2023-09-30 14:06:00,1,310.62,69,3,1,2,312
15186,2023-11-25 14:58:00,2,411.41,13,4,3,2,432
15187,2023-12-08 11:56:00,16,4777.18,1,5,5,5,555
15189,2023-12-08 13:22:00,41,16225.39,0,5,5,5,555
15192,2023-08-12 11:41:00,3,1044.32,119,2,3,4,234
15193,2023-10-10 08:23:00,1,499.32,60,3,1,3,313
15194,2023-12-06 15:10:00,15,7616.53,2,5,5,5,555
15195,2023-12-07 12:20:00,1,3861.0,2,5,1,5,515
15197,2023-11-29 10:00:00,3,1079.61,10,5,3,4,534
15198,2023-09-08 14:42:00,2,193.64,91,2,3,1,231
15199,2023-10-11 15:12:00,4,1268.7,58,3,4,4,344
15201,2023-09-13 14:53:00,5,1236.54,86,2,4,4,244
15203,2023-11-14 08:16:00,6,1827.8,25,4,5,4,454
15204,2022-12-17 13:49:00,1,316.58,356,1,1,2,112
15205,2023-09-15 19:36:00,2,653.24,84,2,3,3,233
15206,2023-11-29 13:41:00,4,420.3,9,5,4,2,542
15208,2023-12-08 17:24:00,5,870.12,0,5,4,3,543
15210,2023-04-28 16:11:00,1,331.18,224,1,1,2,112
15211,2023-10-10 13:31:00,2,894.4100000000001,59,3,3,3,333
15212,2023-04-12 13:45:00,1,101.8,240,1,1,1,111
15213,2023-01-25 12:21:00,2,328.35,318,1,3,2,132
15214,2023-12-08 12:07:00,8,1661.44,1,5,5,4,554
15215,2023-10-24 11:41:00,3,734.94,46,3,3,3,333
15216,2023-09-13 11:41:00,1,96.6,87,2,1,1,211
15218,2023-11-29 11:48:00,11,5756.89,10,5,5,5,555
15219,2023-06-16 16:57:00,1,305.75,175,2,1,2,212
15220,2023-10-19 12:39:00,6,1778.96,51,3,5,4,354
15221,2022-12-08 13:08:00,1,403.25,365,1,1,2,112
15222,2023-01-25 08:03:00,1,585.0,318,1,1,3,113
15223,2023-04-28 11:31:00,2,755.75,225,1,3,3,133
15224,2022-12-16 15:02:00,2,322.08,357,1,3,2,132
15225,2023-04-19 14:51:00,1,409.40000000000003,233,1,1,2,112
15226,2023-02-02 11:41:00,1,154.41,310,1,1,1,111
15227,2023-11-03 11:59:00,5,1219.4,36,3,4,4,344
15228,2023-10-04 13:56:00,4,3386.71,65,3,4,5,345
15230,2023-04-14 14:39:00,2,429.6,238,1,3,2,132
15232,2023-08-18 16:27:00,2,612.06,112,2,3,3,233
15234,2023-03-08 08:53:00,1,197.0,276,1,1,1,111
15235,2023-05-06 09:44:00,12,2247.51,217,1,5,5,155
15236,2023-02-14 10:52:00,1,321.05,298,1,1,2,112
15237,2023-12-08 09:46:00,4,1412.32,1,5,4,4,544
15238,2023-11-10 14:28:00,3,1071.99,28,4,3,4,434
15239,2023-11-29 14:14:00,2,780.59,9,5,3,3,533
15240,2023-10-26 09:50:00,5,1706.57,44,3,4,4,344
15241,2023-10-04 09:05:00,8,1756.44,66,3,5,4,354
15243,2023-09-26 14:12:00,1,316.68,73,2,1,2,212
15244,2023-10-05 13:19:00,2,631.57,64,3,3,3,333
15245,2023-07-28 18:56:00,3,2515.84,133,2,3,5,235
15246,2023-04-15 14:45:00,2,514.15,237,1,3,3,133
15247,2023-08-09 12:52:00,1,356.0,121,2,1,2,212
15249,2023-11-08 11:45:00,13,6688.46,31,4,5,5,455
15251,2023-11-30 15:02:00,11,10484.99,8,5,5,5,555
15252,2023-11-03 13:30:00,2,740.78,35,3,3,3,333
15253,2023-11-23 16:22:00,5,918.2,15,4,4,3,443
15254,2023-08-04 15:04:00,1,300.36,126,2,1,2,212
15255,2023-10-04 12:43:00,1,890.85,66,3,1,3,313
15256,2023-07-14 11:47:00,1,98.45,148,2,1,1,211
15257,2023-03-01 12:58:00,1,317.15,282,1,1,2,112
15258,2023-06-24 12:30:00,2,623.16,168,2,3,3,233
15260,2023-08-31 13:55:00,7,1810.77,99,2,5,4,254
15261,2023-07-27 15:20:00,1,254.82,134,2,1,2,212
15262,2023-01-20 12:16:00,1,178.95000000000002,323,1,1,1,111
15263,2023-08-25 10:26:00,1,156.51,106,2,1,1,211
15264,2023-10-06 13:49:00,1,393.74,63,3,1,2,312
15265,2023-07-11 14:46:00,2,1506.1200000000001,150,2,3,4,234
15266,2023-01-05 13:40:00,1,119.3,337,1,1,1,111
15267,2023-11-17 15:59:00,5,1717.36,21,4,4,4,444
15269,2023-11-16 09:32:00,1,408.8,23,4,1,2,412
15270,2023-11-24 09:24:00,7,2379.49,15,4,5,5,455
15271,2023-12-02 14:11:00,15,2493.34,6,5,5,5,555
15272,2023-10-13 12:59:00,2,721.94,56,3,3,3,333
15274,2023-12-05 16:57:00,2,716.57,3,5,3,3,533
15275,2023-11-02 11:20:00,1,615.14,37,3,1,3,313
15276,2023-10-04 16:39:00,1,128.63,65,3,1,1,311
15277,2023-10-24 10:08:00,1,255.89999999999998,46,3,1,2,312
15279,2022-12-20 10:48:00,1,290.51,354,1,1,2,112
15280,2023-06-20 17:14:00,1,113.12,171,2,1,1,211
15281,2023-10-12 09:10:00,9,2332.15,58,3,5,5,355
15286,2023-10-21 11:08:00,1,240.55,49,3,1,1,311
15287,2023-11-17 15:34:00,2,486.69,21,4,3,2,432
15288,2023-10-27 16:58:00,5,2306.52,42,3,4,5,345
15289,2023-11-10 13:49:00,3,939.78,28,4,3,4,434
15290,2023-12-05 11:39:00,18,7943.22,4,5,5,5,555
15291,2023-11-14 11:02:00,15,4668.3,25,4,5,5,455
15292,2023-05-22 15:00:00,1,178.39,200,1,1,1,111
15296,2023-10-20 11:47:00,6,3672.86,50,3,5,5,355
15297,2023-11-29 16:32:00,3,641.94,9,5,3,3,533
15298,2023-12-07 17:17:00,12,4799.9,1,5,5,5,555
15299,2023-10-03 14:19:00,7,4507.01,66,3,5,5,355
15300,2023-10-06 17:08:00,1,496.44,63,3,1,3,313
15301,2023-10-20 09:57:00,12,5049.95,50,3,5,5,355
15303,2023-02-22 13:59:00,1,574.02,289,1,1,3,113
15304,2023-10-10 10:23:00,8,694.4,60,3,5,3,353
15306,2023-10-06 12:56:00,3,1174.3500000000001,63,3,3,4,334
15307,2023-09-05 11:38:00,1,205.3,95,2,1,1,211
15308,2023-03-10 13:08:00,1,310.47,273,1,1,2,112
15311,2023-12-09 12:00:00,91,60632.75,0,5,5,5,555
15312,2023-09-25 13:10:00,4,924.85,74,2,4,3,243
15313,2023-08-21 16:02:00,1,52.0,109,2,1,1,211
15314,2023-05-24 14:39:00,1,327.97,198,1,1,2,112
15315,2023-10-06 12:51:00,2,570.5,63,3,3,3,333
15316,2023-01-17 11:34:00,1,165.0,326,1,1,1,111
15318,2023-12-06 11:30:00,1,312.62,3,5,1,2,512
15319,2023-03-01 12:48:00,1,204.5,283,1,1,1,111
15320,2023-10-26 13:27:00,1,267.13,43,3,1,2,312
15321,2023-09-30 09:40:00,3,2748.31,70,3,3,5,335
15322,2023-09-15 09:34:00,1,679.68,85,2,1,3,213
15325,2023-08-28 11:55:00,1,161.74,103,2,1,1,211
15326,2023-01-10 11:38:00,1,311.71,333,1,1,2,112
15327,2023-10-18 11:55:00,1,208.75,52,3,1,1,311
15329,2023-10-31 15:36:00,3,1049.7,38,3,3,4,334
15330,2023-11-07 17:50:00,2,714.9599999999999,31,4,3,3,433
15332,2022-12-08 14:43:00,4,1661.06,365,1,4,4,144
15333,2023-05-15 13:27:00,1,1028.56,207,1,1,4,114
15334,2023-07-06 11:22:00,3,350.82,156,2,3,2,232
15335,2023-10-17 12:50:00,1,170.22,53,3,1,1,311
15339,2023-10-04 12:51:00,2,574.07,65,3,3,3,333
15341,2023-09-20 09:40:00,1,2020.52,80,2,1,4,214
15342,2023-08-02 10:19:00,1,406.09000000000003,129,2,1,2,212
15343,2023-09-13 13:55:00,1,364.5,86,2,1,2,212
15344,2023-12-09 10:45:00,3,563.94,0,5,3,3,533
15345,2023-10-25 11:28:00,1,393.54,45,3,1,2,312
15346,2023-01-11 11:18:00,1,252.42000000000002,332,1,1,2,112
15347,2022-12-08 15:25:00,1,201.60000000000002,365,1,1,1,111
15348,2023-09-28 13:17:00,1,158.04,71,3,1,1,311
15349,2023-07-04 16:06:00,2,463.91,157,2,3,2,232
15350,2022-12-01 13:33:00,1,115.65,372,1,1,1,111
15351,2023-11-27 12:52:00,7,1934.66,11,5,5,4,554
15353,2023-03-30 12:15:00,2,770.12,254,1,3,3,133
15355,2023-11-10 13:44:00,2,277.05,28,4,3,2,432
15356,2023-11-08 13:11:00,10,2718.03,30,4,5,5,455
15358,2023-12-05 09:04:00,22,8347.2,4,5,5,5,555
15360,2023-10-31 09:35:00,1,427.93,39,3,1,2,312
15361,2022-12-13 09:52:00,1,418.92,361,1,1,2,112
15363,2022-12-02 12:28:00,1,326.0,372,1,1,2,112
15364,2023-09-05 09:46:00,2,913.19,95,2,3,3,233
15365,2023-11-14 08:29:00,7,2314.32,25,4,5,5,455
15366,2023-09-25 15:01:00,2,602.51,74,2,3,3,233
15367,2023-10-13 14:13:00,4,1877.5900000000001,56,3,4,4,344
15368,2023-11-18 14:42:00,1,446.94000000000005,20,4,1,2,412
15370,2023-10-30 10:58:00,7,2386.05,40,3,5,5,355
15372,2023-07-25 16:39:00,1,2007.4,136,2,1,4,214
15373,2023-12-01 15:05:00,12,2415.91,7,5,5,5,555
15374,2023-08-03 09:59:00,1,168.0,128,2,1,1,211
15376,2023-10-30 15:04:00,3,1221.56,39,3,3,4,334
15379,2023-06-23 13:13:00,7,3703.29,168,2,5,5,255
15380,2023-12-01 12:13:00,5,1690.26,8,5,4,4,544
15381,2023-05-10 11:55:00,2,596.85,213,1,3,3,133
15382,2023-11-25 10:58:00,6,5955.71,14,4,5,5,455
15384,2023-06-23 10:57:00,2,642.41,169,2,3,3,233
15385,2023-10-30 15:11:00,1,316.88,39,3,1,2,312
15386,2023-06-06 13:47:00,1,394.14,185,1,1,2,112
15388,2023-03-14 13:53:00,1,140.54,269,1,1,1,111
15389,2023-06-20 16:18:00,1,500.0,171,2,1,3,213
15392,2023-12-05 11:01:00,4,1535.53,4,5,4,4,544
15393,2023-11-23 16:48:00,2,231.86,15,4,3,1,431
15394,2023-11-30 11:49:00,4,2183.54,9,5,4,5,545
15395,2023-01-18 12:40:00,1,107.45,325,1,1,1,111
15396,2023-08-19 10:56:00,1,288.18,112,2,1,2,212
15397,2023-02-23 09:25:00,1,94.0,289,1,1,1,111
15398,2023-11-23 16:47:00,2,1345.53,15,4,3,4,434
15399,2023-12-08 13:04:00,3,815.77,0,5,3,3,533
15400,2023-09-08 13:57:00,5,716.2,91,2,4,3,243
15402,2023-07-14 12:17:00,2,626.77,148,2,3,3,233
15405,2023-06-03 14:44:00,1,349.1,188,1,1,2,112
15406,2023-11-08 13:22:00,2,510.71000000000004,30,4,3,3,433
15407,2023-11-06 11:55:00,4,1046.74,33,3,4,4,344
15408,2023-03-20 15:02:00,1,267.18,263,1,1,2,112
15410,2023-09-16 14:47:00,8,3450.84,83,2,5,5,255
15411,2023-11-13 15:19:00,4,1348.93,25,4,4,4,444
15412,2023-06-21 15:24:00,1,190.53,170,2,1,1,211
15414,2023-11-30 09:50:00,3,774.9000000000001,9,5,3,3,533
15415,2023-01-30 14:13:00,1,559.61,312,1,1,3,113
15416,2023-10-06 09:38:00,4,3984.32,64,3,4,5,345
15417,2023-09-15 15:26:00,1,508.8,84,2,1,3,213
15419,2023-11-15 09:23:00,1,135.86,24,4,1,1,411
15421,2023-10-12 09:20:00,4,950.36,58,3,4,4,344
15422,2023-01-20 16:17:00,2,97.7,322,1,3,1,131
15423,2023-11-01 14:01:00,1,43.5,37,3,1,1,311
15424,2023-03-30 13:02:00,2,383.34,253,1,3,2,132
15426,2023-11-20 15:36:00,5,1404.07,18,4,4,4,444
15427,2023-11-06 14:29:00,3,1430.54,32,4,3,4,434
15428,2023-11-24 16:54:00,1,93.78,14,4,1,1,411
15429,2023-11-13 12:28:00,2,397.35,26,4,3,2,432
15432,2023-11-16 16:30:00,1,171.19000000000003,22,4,1,1,411
15433,2023-05-10 10:45:00,2,533.3,213,1,3,3,133
15434,2023-12-01 13:33:00,5,1041.48,7,5,4,4,544
15435,2023-11-17 16:39:00,1,149.29,21,4,1,1,411
15436,2023-11-27 16:05:00,3,1067.75,11,5,3,4,534
15437,2023-03-22 13:11:00,1,200.16,261,1,1,1,111
15438,2023-07-31 14:19:00,1,156.57999999999998,130,2,1,1,211
15440,2023-10-16 12:16:00,3,383.68,54,3,3,2,332
15442,2023-04-05 12:24:00,1,594.0,248,1,1,3,113
15443,2023-12-08 10:40:00,7,3213.59,1,5,5,5,555
15444,2023-11-30 17:37:00,2,1411.21,8,5,3,4,534
15445,2023-03-20 15:06:00,1,113.5,263,1,1,1,111
15447,2023-01-13 11:26:00,1,155.17000000000002,330,1,1,1,111
15448,2023-01-31 10:42:00,1,494.64,312,1,1,3,113
15449,2023-11-13 15:02:00,3,974.52,25,4,3,4,434
15450,2023-11-09 17:11:00,1,429.84,29,4,1,2,412
15452,2023-11-10 12:13:00,3,528.48,29,4,3,3,433
15453,2023-12-08 10:59:00,7,1371.77,1,5,5,4,554
15454,2022-12-12 14:21:00,1,179.1,361,1,1,1,111
15456,2023-03-01 13:51:00,3,434.59,282,1,3,2,132
15457,2023-03-22 15:31:00,1,237.07,261,1,1,1,111
15458,2023-11-14 13:08:00,1,161.64,24,4,1,1,411
15460,2022-12-20 16:08:00,1,214.26,353,1,1,1,111
15462,2023-09-06 13:11:00,3,234.6,93,2,3,1,231
15463,2023-11-10 12:57:00,1,126.14,28,4,1,1,411
15464,2023-01-05 15:56:00,1,1044.65,337,1,1,4,114
15465,2023-11-20 10:11:00,18,7354.62,19,4,5,5,455
15466,2023-09-15 14:08:00,1,334.53,84,2,1,2,212
15467,2023-11-30 14:17:00,3,524.88,8,5,3,3,533
15468,2023-10-19 13:49:00,2,467.51,50,3,3,2,332
15469,2023-10-20 16:21:00,2,538.55,49,3,3,3,333
15471,2023-12-07 14:12:00,1,454.48,1,5,1,2,512
15472,2023-08-18 15:17:00,1,371.56,112,2,1,2,212
15473,2023-11-25 15:15:00,7,1771.2,13,4,5,4,454
15475,2023-09-23 15:20:00,1,454.11,76,2,1,2,212
15478,2023-10-30 14:19:00,2,1399.92,39,3,3,4,334
15480,2023-08-15 14:32:00,1,905.5,115,2,1,3,213
15482,2023-11-24 10:46:00,12,10879.76,15,4,5,5,455
15483,2023-07-01 13:07:00,4,225.26,160,2,4,1,241
15484,2023-12-08 15:03:00,4,3590.41,0,5,4,5,545
15485,2023-11-09 14:31:00,3,2564.5,29,4,3,5,435
15488,2023-09-08 10:11:00,1,91.32000000000001,92,2,1,1,211
15489,2023-11-17 08:53:00,3,1134.28,22,4,3,4,434
15491,2023-09-05 15:56:00,6,3100.09,94,2,5,5,255
15492,2023-11-11 14:53:00,2,659.46,27,4,3,3,433
15493,2023-11-07 12:04:00,5,1953.41,32,4,4,4,444
15494,2023-11-18 14:51:00,2,1280.58,20,4,3,4,434
15497,2023-11-22 11:51:00,2,1262.2,17,4,3,4,434
15498,2023-12-07 12:48:00,27,13316.4,2,5,5,5,555
15500,2023-12-01 13:47:00,4,1131.56,7,5,4,4,544
15502,2023-11-24 12:48:00,12,10384.93,15,4,5,5,455
15503,2022-12-12 10:57:00,1,141.04,362,1,1,1,111
15504,2023-09-19 13:45:00,1,52.83,80,2,1,1,211
15505,2023-10-18 07:56:00,5,3610.96,52,3,4,5,345
15506,2023-11-17 12:11:00,3,972.08,22,4,3,4,434
15507,2023-06-21 11:19:00,1,475.86,171,2,1,2,212
15508,2023-06-03 15:43:00,6,1000.27,188,1,5,4,154
15510,2023-01-13 12:10:00,1,250.0,330,1,1,2,112
15511,2023-11-28 09:43:00,5,900.53,11,5,4,3,543
15512,2023-07-07 10:20:00,2,121.0,155,2,3,1,231
15513,2023-11-06 14:36:00,19,14758.22,32,4,5,5,455
15514,2023-11-27 14:40:00,11,4023.7200000000003,11,5,5,5,555
15516,2023-10-26 10:51:00,3,62.43,44,3,3,1,331
15517,2023-04-20 14:02:00,1,267.03,232,1,1,2,112
15518,2023-10-06 13:05:00,8,1921.55,63,3,5,4,354
15520,2023-12-08 10:58:00,1,343.5,1,5,1,2,512
15521,2023-10-30 13:42:00,8,3000.2,39,3,5,5,355
15522,2023-11-07 11:26:00,2,397.99,32,4,3,2,432
15523,2023-09-16 16:29:00,1,412.01000000000005,83,2,1,2,212
15524,2023-11-15 12:09:00,1,440.0,24,4,1,2,412
15525,2023-12-07 14:43:00,3,734.37,1,5,3,3,533
15526,2023-11-06 15:04:00,2,148.44,32,4,3,1,431
15527,2023-11-21 12:17:00,8,2428.53,18,4,5,5,455
15528,2023-03-30 16:14:00,1,229.33,253,1,1,1,111
15529,2023-11-17 11:29:00,11,3962.6,22,4,5,5,455
15530,2023-11-18 12:25:00,4,1497.31,21,4,4,4,444
15531,2023-12-01 18:43:00,2,1972.39,7,5,3,4,534
15532,2023-11-14 14:51:00,4,1564.73,24,4,4,4,444
15533,2023-11-20 15:35:00,3,807.57,18,4,3,3,433
15535,2023-06-19 16:02:00,4,502.9,172,2,4,3,243
15537,2023-06-29 13:10:00,1,110.92,162,2,1,1,211
15539,2023-12-02 13:36:00,1,538.46,6,5,1,3,513
15540,2023-11-28 13:51:00,1,213.3,10,5,1,1,511
15541,2023-08-17 14:58:00,1,85.13000000000001,113,2,1,1,211
15543,2023-02-24 15:26:00,1,127.86,287,1,1,1,111
15544,2023-11-30 16:43:00,9,3546.71,8,5,5,5,555
15545,2023-10-16 13:24:00,2,288.96999999999997,53,3,3,2,332
15547,2023-12-02 12:52:00,14,4910.6,6,5,5,5,555
15549,2023-09-23 16:22:00,3,1681.46,76,2,3,4,234
15550,2023-12-05 15:38:00,4,575.63,3,5,4,3,543
15551,2023-11-03 12:37:00,1,436.06,36,3,1,2,312
15552,2023-05-06 14:47:00,1,90.12,216,1,1,1,111
15553,2023-10-10 14:02:00,1,428.93,59,3,1,2,312
15554,2023-03-07 09:00:00,1,217.2,277,1,1,1,111
15555,2023-11-27 16:19:00,16,4794.86,11,5,5,5,555
15556,2023-11-15 16:08:00,1,279.77,23,4,1,2,412
15557,2023-11-11 12:46:00,1,468.91,28,4,1,2,412
15561,2023-11-28 11:07:00,4,800.5899999999999,11,5,4,3,543
15562,2022-12-23 09:55:00,1,134.55,351,1,1,1,111
15563,2023-11-17 14:50:00,4,1400.44,21,4,4,4,444
15565,2023-10-20 14:33:00,2,173.16000000000003,49,3,3,1,331
15567,2023-11-21 10:48:00,1,186.01,18,4,1,1,411
15568,2023-12-07 11:27:00,3,758.29,2,5,3,3,533
15569,2023-08-28 10:15:00,5,1375.71,103,2,4,4,244
15570,2023-12-02 14:47:00,12,4148.82,6,5,5,5,555
15571,2023-11-28 10:02:00,4,650.4300000000001,11,5,4,3,543
15572,2023-12-05 10:09:00,7,2533.42,4,5,5,5,555
15573,2023-11-08 11:38:00,2,591.1899999999999,31,4,3,3,433
15574,2023-06-15 12:01:00,4,675.64,177,2,4,3,243
15576,2023-11-02 12:03:00,1,921.37,37,3,1,3,313
15577,2023-07-11 17:03:00,3,258.88,150,2,3,2,232
15578,2023-06-30 13:03:00,1,127.1,161,2,1,1,211
15579,2023-10-02 12:45:00,2,327.6,68,3,3,2,332
15581,2023-08-11 09:38:00,13,3675.77,120,2,5,5,255
15582,2023-11-15 09:55:00,3,682.9100000000001,24,4,3,3,433
15584,2023-11-16 10:55:00,4,720.86,23,4,4,3,443
15585,2023-06-16 08:38:00,1,455.3,176,2,1,2,212
15587,2023-10-20 13:37:00,4,913.68,49,3,4,3,343
15589,2023-03-29 09:54:00,3,478.53,255,1,3,2,132
15592,2023-10-24 08:59:00,1,388.58,46,3,1,2,312
15593,2023-09-30 11:46:00,1,199.8,70,3,1,1,311
15594,2023-11-24 08:53:00,5,1771.78,15,4,4,4,444
15596,2023-08-31 10:55:00,5,1406.59,100,2,4,4,244
15597,2023-11-04 13:26:00,1,324.57,34,3,1,2,312
15598,2023-10-17 16:04:00,1,240.68,52,3,1,1,311
15599,2023-11-13 11:44:00,2,761.74,26,4,3,3,433
15601,2023-11-28 15:15:00,14,6776.56,10,5,5,5,555
15602,2023-12-01 14:14:00,9,1297.8700000000001,7,5,5,4,554
15603,2023-09-22 10:04:00,1,48.480000000000004,78,2,1,1,211
15604,2023-10-18 14:47:00,1,216.39000000000001,51,3,1,1,311
15605,2023-11-03 14:17:00,5,1198.23,35,3,4,4,344
15606,2023-10-09 15:47:00,9,2920.16,60,3,5,5,355
15607,2023-01-07 12:44:00,1,104.76,336,1,1,1,111
15608,2023-11-11 13:20:00,4,1093.68,27,4,4,4,444
15609,2023-06-08 13:00:00,1,298.48,183,1,1,2,112
15610,2023-10-19 10:36:00,1,112.46000000000001,51,3,1,1,311
15611,2023-11-30 12:36:00,13,1591.45,9,5,5,4,554
15612,2023-11-03 14:52:00,2,195.15,35,3,3,1,331
15615,2023-11-29 14:42:00,23,10399.74,9,5,5,5,555
15618,2023-11-07 08:34:00,4,776.851,32,4,4,3,443
15619,2023-11-29 08:14:00,1,336.4,10,5,1,2,512
15620,2023-10-14 12:41:00,3,1553.18,56,3,3,4,334
15621,2023-12-05 14:01:00,4,1293.03,3,5,4,4,544
15622,2023-10-27 16:44:00,9,3709.56,42,3,5,5,355
15623,2023-07-21 17:26:00,1,301.03000000000003,140,2,1,2,212
15624,2023-08-15 11:38:00,4,588.13,116,2,4,3,243
15625,2023-08-28 10:21:00,4,1534.26,103,2,4,4,244
15626,2023-09-26 10:03:00,2,675.8,74,2,3,3,233
15628,2023-12-05 10:24:00,9,2870.2400000000002,4,5,5,5,555
15630,2023-10-25 15:36:00,2,1186.35,44,3,3,4,334
15632,2023-11-24 09:51:00,8,3285.31,15,4,5,5,455
15634,2023-11-22 16:28:00,1,243.55,16,4,1,1,411
15636,2023-09-11 11:17:00,2,724.76,89,2,3,3,233
15637,2023-10-18 08:28:00,1,223.36,52,3,1,1,311
15639,2023-07-28 14:30:00,1,425.32,133,2,1,2,212
15640,2023-12-05 14:35:00,15,12416.11,3,5,5,5,555
15641,2023-08-26 14:04:00,4,1887.2,104,2,4,4,244
15643,2023-06-01 07:38:00,3,664.0,191,1,3,3,133
15644,2023-06-26 14:54:00,4,803.54,165,2,4,3,243
15645,2023-11-21 11:55:00,1,612.01,18,4,1,3,413
15646,2023-07-05 09:53:00,3,447.64000000000004,157,2,3,2,232
15648,2023-05-19 15:53:00,2,639.5,203,1,3,3,133
15649,2023-01-07 13:34:00,2,816.0,335,1,3,3,133
15651,2023-11-03 08:41:00,3,646.3,36,3,3,3,333
15652,2023-09-09 14:22:00,1,337.74,90,2,1,2,212
15653,2023-09-08 10:49:00,2,877.44,92,2,3,3,233
15654,2023-11-30 13:08:00,2,922.53,8,5,3,3,533
15655,2023-04-10 15:25:00,1,560.6700000000001,242,1,1,3,113
15656,2023-10-25 14:56:00,4,748.5,44,3,4,3,343
15657,2023-11-17 12:19:00,1,30.0,22,4,1,1,411
15658,2023-06-02 15:22:00,5,1024.1000000000001,189,1,4,4,144
15659,2023-10-27 09:23:00,1,306.45,43,3,1,2,312
15660,2023-11-14 16:58:00,9,1600.86,24,4,5,4,454
15661,2023-01-26 13:56:00,2,309.8,316,1,3,2,132
15663,2023-08-25 15:50:00,1,138.14,105,2,1,1,211
15664,2023-10-20 10:57:00,1,386.43,50,3,1,2,312
15665,2023-06-24 14:57:00,2,2222.21,167,2,3,5,235
15667,2023-10-31 10:56:00,1,301.32000000000005,39,3,1,2,312
15668,2023-05-06 10:39:00,1,76.32000000000001,217,1,1,1,111
15669,2023-10-30 16:03:00,4,684.34,39,3,4,3,343
15670,2023-02-16 10:50:00,1,173.05,296,1,1,1,111
15671,2023-11-21 12:43:00,7,2657.13,18,4,5,5,455
15673,2023-09-12 16:12:00,4,2726.23,87,2,4,5,245
15674,2023-09-27 15:17:00,5,2446.6,72,2,4,5,245
15675,2023-09-19 13:48:00,3,323.69,80,2,3,2,232
15676,2023-11-21 12:40:00,3,3435.76,18,4,3,5,435
15677,2023-10-21 15:36:00,1,657.23,48,3,1,3,313
15678,2023-10-18 09:25:00,1,352.7,52,3,1,2,312
15679,2023-11-15 16:19:00,4,781.28,23,4,4,3,443
15680,2023-11-30 13:46:00,3,1333.68,8,5,3,4,534
15681,2023-11-14 16:30:00,5,1426.16,24,4,4,4,444
15683,2023-08-14 12:56:00,1,193.75,116,2,1,1,211
15687,2023-12-01 08:33:00,9,2993.1,8,5,5,5,555
15689,2023-08-12 09:37:00,2,254.1,119,2,3,2,232
15690,2023-12-05 15:59:00,2,239.76,3,5,3,1,531
15691,2023-04-01 15:13:00,1,136.8,251,1,1,1,111
15692,2023-11-11 14:12:00,1,191.04,27,4,1,1,411
15694,2023-12-09 09:44:00,14,6479.4,0,5,5,5,555
15695,2023-03-18 08:32:00,2,409.98,266,1,3,2,132
15696,2023-11-06 14:02:00,8,2711.11,32,4,5,5,455
15699,2023-11-22 08:26:00,1,309.65,17,4,1,2,412
15700,2023-06-20 16:53:00,2,696.68,171,2,3,3,233
15701,2023-12-07 14:39:00,4,1529.0,1,5,4,4,544
15703,2023-03-20 10:51:00,1,211.5,264,1,1,1,111
15704,2023-07-22 13:35:00,4,2293.62,139,2,4,5,245
15705,2023-05-22 15:37:00,1,143.1,200,1,1,1,111
15706,2023-10-07 10:09:00,4,1060.56,63,3,4,4,344
15707,2023-11-04 14:35:00,4,916.98,34,3,4,3,343
15708,2023-10-30 10:54:00,7,3235.25,40,3,5,5,355
15709,2023-03-01 10:38:00,1,133.25,283,1,1,1,111
15712,2023-11-30 14:09:00,5,1072.3600000000001,8,5,4,4,544
15713,2023-07-19 13:34:00,2,356.7,142,2,3,2,232
15714,2023-11-28 11:26:00,2,330.03000000000003,11,5,3,2,532
15716,2023-07-17 11:59:00,4,1101.11,145,2,4,4,244
15717,2023-04-19 13:21:00,1,150.3,233,1,1,1,111
15719,2023-11-07 12:29:00,13,5030.07,32,4,5,5,455
15720,2023-11-15 14:48:00,1,598.73,23,4,1,3,413
