StockCode,Description,Total_Quantity_Sold,Total_Revenue,Number_of_Orders,Unique_Customers
35923,CANDY HEART HANGING DECORATION,1265,631.71,41,30
22101,MIRROR MOSAIC VOTIVE HOLDER,837,631.62,24,21
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,199,631.03,52,48
72232,FENG SHUI PILLAR CANDLE,3317,630.23,65,45
22535,MAGIC DRAWING SLATE BUNNIES ,1713,630.18,110,88
21786,POLKADOT RAIN HAT ,1586,629.89,88,55
23551,PACK OF 12 PAISLEY PARK TISSUES ,1614,629.46,95,88
23019,SMALL APOTHECARY MEASURING JAR ,81,629.05,28,26
22814,CARD PARTY GAMES ,1569,628.74,95,75
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,434,628.47,49,40
20704,MR ROBOT SOFT TOY,211,626.45,39,38
22321,BIRD DECORATION RED RETROSPOT,736,625.6,57,45
84665,SQUARE CHERRY BLOSSOM CABINET,105,624.75,17,14
85114B,IVORY ENCHANTED FOREST PLACEMAT,393,624.45,51,36
22999,TRAVEL CARD WALLET RETRO PETALS,1489,623.94,88,61
79163,BLACK CHAMPAGNE GLASS,1517,621.87,33,25
22618,COOKING SET RETROSPOT,66,621.66,25,23
23224,CHERUB HEART DECORATION GOLD,719,620.45,59,44
85135C,RED DRAGONFLY HELICOPTER,78,620.1,49,41
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1245,618.35,103,88
79066K,RETRO MOD TRAY,739,618.13,110,69
22615,PACK OF 12 CIRCUS PARADE TISSUES ,2022,617.84,69,61
84581,DOG TOY WITH PINK CROCHET SKIRT,164,615.76,70,60
22715,CARD WEDDING DAY,1506,615.24,98,78
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,917,613.78,166,98
23216,LAUREL HEART ANTIQUE GOLD,518,613.51,40,32
22701,PINK DOG BOWL,436,613.24,52,39
22393,PAPERWEIGHT VINTAGE COLLAGE,485,612.28,49,43
21424,WOODLAND STORAGE BOX LARGE ,227,612.05,22,19
23453,OVAL  MINI PORTRAIT FRAME,315,611.85,46,40
85141,JARDIN ETCHED GLASS FRUITBOWL,119,611.65,38,32
22450,SILK PURSE BABUSHKA BLUE,183,610.65,52,41
23492,VINTAGE JINGLE BELLS WREATH,74,610.5,26,24
23070,EDWARDIAN HEART PHOTO FRAME,147,610.05,33,29
21054,NURSE'S BAG SOFT TOY,68,608.6,27,24
21195,PINK  HONEYCOMB PAPER BALL ,417,607.86,24,21
22481,BLACK TEA TOWEL CLASSIC DESIGN,692,607.74,84,68
21769,VINTAGE POST OFFICE CABINET,11,607.65,2,2
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,676,606.28,44,40
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1740,605.52,78,68
21628,TRIANGULAR POUFFE VINTAGE ,43,605.45,16,14
21894,POTTING SHED SEED ENVELOPES,471,604.48,71,57
21126,SET OF 6 GIRLS CELEBRATION CANDLES,487,604.19,67,57
22981,PANTRY APPLE CORER,435,601.95,72,58
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,120,601.22,47,44
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1171,599.79,110,86
85177,BASKET OF FLOWERS SEWING KIT,774,599.76,42,40
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,554,599.74,52,43
22520,CHILDS GARDEN TROWEL BLUE ,705,599.25,105,88
85199L,LARGE HANGING IVORY & RED WOOD BIRD,925,598.37,65,52
23282,FOLDING BUTTERFLY MIRROR IVORY ,735,597.78,100,67
22228,BUNNY WOODEN PAINTED WITH BIRD ,851,597.31,93,81
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,596.96,27,26
22389,PAPERWEIGHT SAVE THE PLANET,329,596.91,36,36
16225,RATTLE SNAKE EGGS,760,596.84,75,57
23471,SIX DRAWER OFFICE TIDY,64,596.0,26,26
84789,ENCHANTED BIRD PLANT CAGE,180,595.8,43,33
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,243,595.65,28,28
23124,18PC WOODEN CUTLERY SET DISPOSABLE,503,595.15,24,23
21643,ASSORTED TUTTI FRUTTI MIRROR,490,594.26,31,27
22893,MINI CAKE STAND T-LIGHT HOLDER,1464,591.84,65,45
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,865,591.25,26,25
22862,LOVE HEART NAPKIN BOX ,139,590.75,45,42
84660C,PINK STITCHED WALL CLOCK,639,590.57,27,20
23018,LARGE APOTHECARY MEASURING JAR ,50,587.2,20,19
84754,S/15 SILVER GLASS BAUBLES IN BAG,502,586.46,36,35
22133,PINK LOVE HEART SHAPE CUP,702,585.78,60,41
23520,EMBROIDERED RIBBON REEL RUBY ,165,585.63,30,30
84509B,SET OF 4 FAIRY CAKE PLACEMATS,156,585.0,48,37
22106,MIRROR MOSAIC HURRICANE LAMP ,286,584.9,12,9
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,443,583.25,40,26
21883,STARS GIFT TAPE ,1368,581.06,93,82
22163,HEART STRING MEMO HOLDER HANGING,626,580.94,49,41
22021,BLUE FELT EASTER EGG BASKET,350,577.5,64,60
22684,FRENCH BLUE METAL DOOR SIGN 9,462,576.9,60,41
22786,CUSHION COVER PINK UNION JACK,108,576.64,37,31
22448,PIN CUSHION BABUSHKA RED,187,576.31,34,29
85144,JARDIN ETCHED GLASS CHEESE DISH,219,575.45,40,37
21143,ANTIQUE GLASS HEART DECORATION ,295,575.25,26,26
85125,SMALL ROUND CUT GLASS CANDLESTICK,127,574.75,18,14
22279,POCKET BAG BLUE PAISLEY RED SPOT,477,574.66,46,43
40001,WHITE BAMBOO RIBS LAMPSHADE,755,573.71,35,23
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1322,572.26,61,53
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1222,569.36,85,72
22339,CHRISTMAS TREE PAINTED ZINC ,2283,569.29,51,44
22035,VINTAGE CARAVAN GREETING CARD ,1394,569.02,87,65
22396,MAGNETS PACK OF 4 RETRO PHOTO,1176,568.76,107,87
21627,ELEPHANT CARNIVAL POUFFE,38,568.1,24,14
21171,BATHROOM METAL SIGN ,424,566.8,60,43
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,258,566.55,19,16
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,506,566.5,10,9
21684,SMALL MEDINA STAMPED METAL BOWL ,752,565.21,36,27
85032C,CURIOUS IMAGES GIFT WRAP SET,595,565.1,84,72
22288,HANGING METAL RABBIT DECORATION,452,565.0,39,37
22266,EASTER DECORATION HANGING BUNNY,1860,562.7,78,69
22067,CHOC TRUFFLE GOLD TRINKET POT ,385,562.53,48,32
22096,PINK PAISLEY SQUARE TISSUE BOX ,1357,561.75,109,89
23428,IVORY RETRO KITCHEN WALL CLOCK,70,559.5,26,25
35651,VINTAGE BEAD PINK SCARF ,330,557.1,33,29
84912B,GREEN ROSE WASHBAG,148,555.0,46,32
22999,TRAVEL CARD WALLET VINTAGE LEAF,1320,554.4,97,65
21289,LARGE STRIPES CHOCOLATE GIFT BAG,443,553.75,19,19
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,352,553.58,42,40
22525,CHILDRENS GARDEN GLOVES PINK,458,553.5,52,42
22272,FELTCRAFT DOLL MARIA,194,553.1,46,43
22129,PARTY CONES CANDY TREE DECORATION,690,552.18,28,27
23456,MEDIUM PARLOUR PICTURE FRAME ,136,550.0,34,31
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,436,548.63,81,60
37327,ASSTD MULTICOLOUR CIRCLES MUG,1374,547.98,45,36
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,547.25,28,25
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,554,546.88,93,68
23549,WRAP BIRD GARDEN ,1300,546.0,51,46
84519B,CARROT CHARLIE+LOLA COASTER SET,425,545.99,91,63
85103,SILVER T-LIGHT SETTING,91,545.45,6,6
35810A,ENAMEL PINK COFFEE CONTAINER,602,545.38,52,46
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2244,545.16,62,57
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1474,544.62,64,59
22825,DECORATIVE PLANT POT WITH FRIEZE,70,544.5,25,23
85172,HYACINTH BULB T-LIGHT CANDLES,1296,544.32,40,34
22258,FELT FARM ANIMAL RABBIT,722,543.94,36,35
23069,EDWARDIAN PHOTO FRAME,87,543.75,31,27
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,33,543.35,22,14
20986,BLUE CALCULATOR RULER,459,543.01,58,40
21159,MOODY BOY  DOOR HANGER ,1108,542.36,108,73
85176,SEWING SUSAN 21 NEEDLE SET,626,542.24,75,50
21948,SET OF 6 CAKE CHOPSTICKS,417,541.82,54,37
18098C,PORCELAIN BUTTERFLY OIL BURNER,193,540.55,36,24
20702,PINK PADDED MOBILE,127,539.75,40,31
22514,CHILDS GARDEN SPADE BLUE,260,537.0,75,61
23454,THREE MINI HANGING FRAMES,129,535.35,44,39
22821,GIFT BAG PSYCHEDELIC APPLES,822,534.66,66,52
20772,GARDEN PATH JOURNAL,218,534.46,46,40
20767,BLUE PAISLEY JOURNAL ,214,534.32,58,50
21205,MULTICOLOUR 3D BALLS GARLAND,209,532.95,48,43
23324,RUSTIC STRAWBERRY JAM POT LARGE ,261,531.84,33,32
22246,MAGIC GARDEN FELT GARLAND ,266,531.78,35,30
21208,PASTEL COLOUR HONEYCOMB FAN,873,531.69,56,50
21448,12 DAISY PEGS IN WOOD BOX,322,531.3,62,46
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,530.95,34,30
23473,WOODLAND SMALL RED FELT HEART,665,530.83,43,41
22249,DECORATION WHITE CHICK MAGIC GARDEN,629,530.49,75,73
22136,LOVE HEART SOCK HANGER,333,530.25,50,37
22709,WRAP WEDDING DAY,1325,528.5,39,38
21633,SUNFLOWER DECORATIVE PARASOL,87,528.45,14,13
22599,CHRISTMAS MUSICAL ZINC STAR,1489,528.21,70,58
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,527.85,1,1
21822,GLITTER CHRISTMAS TREE WITH BELLS,573,527.65,58,45
21747,SMALL SKULL WINDMILL,437,527.53,42,31
85130D,BEADED CRYSTAL HEART PINK LARGE,552,526.38,51,41
22707,WRAP MONSTER FUN ,1250,525.0,47,41
22482,BLUE TEA TOWEL CLASSIC DESIGN,448,523.52,48,40
20785,FUSCHIA RETRO BAR STOOL,14,523.3,5,4
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.74,35,34
75131,METAL TUBE CHIME ON BAMBOO,488,522.56,13,13
23499,SET 12 VINTAGE DOILY CHALK ,1244,522.48,93,86
37475,SET/4 COLOURFUL MIXING BOWLS,56,522.16,29,27
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,328,522.0,33,30
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,167,520.65,27,24
22269,EGG CUP NATURAL CHICKEN,840,520.48,87,62
84816,DANISH ROSE BEDSIDE CABINET,13,519.35,10,10
85049H,URBAN BLACK RIBBONS ,447,519.22,73,58
23451,SQUARE MINI PORTRAIT FRAME,268,519.0,44,38
16235,RECYCLED PENCIL WITH RABBIT ERASER,2629,518.19,80,68
20832,RED FLOCK LOVE HEART PHOTO FRAME,1010,517.68,55,47
22264,FELT FARM ANIMAL WHITE BUNNY ,1391,517.07,40,38
22642,SET OF 4 NAPKIN CHARMS STARS   ,253,516.8,43,39
20932,PINK POT PLANT CANDLE,189,516.25,22,22
22543,MINI JIGSAW BAKE A CAKE ,1434,515.77,39,32
85187,S/12 MINI RABBIT EASTER,324,515.4,58,53
22233,JIGSAW RABBIT AND BIRDHOUSE,540,514.7,77,70
22584,PACK OF 6 PANETTONE GIFT BOXES,226,513.91,14,14
23016,GLASS TWIST BON BON JAR,69,512.85,19,19
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,976,512.8,90,77
22495,SET OF 2 ROUND TINS CAMEMBERT ,241,512.23,65,60
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,241,511.35,25,21
21317,GLASS SPHERE CANDLE STAND MEDIUM,95,510.75,26,23
21926,RED/CREAM STRIPE CUSHION COVER ,414,509.9,60,35
22521,CHILDS GARDEN TROWEL PINK,598,508.3,94,81
22719,GUMBALL MONOCHROME COAT RACK,463,508.07,34,25
23060,HEART BEADED TRELLIS DECORATION,244,507.52,39,34
21784,SHOE SHINE BOX ,51,507.45,38,20
35001G,HAND OPEN SHAPE GOLD,156,506.58,24,23
22232,JIGSAW TOADSTOOLS 3 PIECE,623,506.43,61,54
35971,ROSE FOLKART HEART DECORATIONS,423,504.64,53,39
23219,LAUREL STAR ANTIQUE SILVER ,404,504.6,49,41
35599B,BLACK CHRISTMAS TREE 120CM,209,503.85,23,19
21925,UNION STRIPE CUSHION COVER ,403,503.75,65,38
22317,FIVE CATS HANGING DECORATION,171,503.37,39,35
85104,SILVER GLASS T-LIGHT SET,196,502.48,14,13
22068,BLACK PIRATE TREASURE CHEST,432,502.38,81,56
23139,SINGLE WIRE HOOK PINK HEART,406,502.38,22,20
22420,LIPSTICK PEN BABY PINK,1198,499.91,84,55
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,173,498.53,49,34
22050,PINK PAISLEY ROSE GIFT WRAP,1225,498.5,40,37
21383,PACK OF 12 STICKY BUNNIES,765,497.25,77,75
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,355,497.21,51,30
85169A,IVORY LOVE BIRD CANDLE,502,496.72,48,44
79067,CORONA MEXICAN TRAY,143,496.25,18,16
23398,HANGING HEART BONHEUR,587,495.83,57,53
23528,WALL ART SPACEBOY,156,495.48,21,20
21264,WHITE GOOSE FEATHER TREE 60CM ,254,495.3,42,37
22820,GIFT BAG BIRTHDAY,761,494.83,45,42
22116,METAL SIGN HIS DINNER IS SERVED,505,493.39,90,65
85017B,ENVELOPE 50 BLOSSOM IMAGES,947,491.55,74,65
21446,12 RED ROSE PEG PLACE SETTINGS,392,490.0,75,47
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,122,489.9,16,13
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,233,489.3,31,25
21899,GARAGE KEY FOB,730,489.2,115,81
22515,CHILDS GARDEN SPADE PINK,237,488.7,63,53
20866,BLUE ROSE FABRIC MIRROR,408,487.34,37,34
22717,CARD DOG AND BALL ,1170,487.08,87,69
21059,PARTY INVITES DINOSAURS,573,487.05,77,67
21251,DINOSAUR HEIGHT CHART STICKER SET,165,486.75,35,32
21277,FRENCH STYLE EMBOSSED HEART CABINET,23,485.9,20,19
23413,VINTAGE COFFEE GRINDER BOX,102,485.7,23,20
20764,ABSTRACT CIRCLES SKETCHBOOK ,126,483.63,60,45
23660,HENRIETTA HEN MUG ,293,483.45,31,30
84820,DANISH ROSE TRINKET TRAYS,259,483.05,31,31
22861,EASTER TIN CHICKS IN GARDEN,292,481.8,38,36
22127,PARTY CONES CARNIVAL ASSORTED,402,479.7,20,20
23169,CLASSIC GLASS SWEET JAR,119,479.45,14,14
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,479.25,70,63
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,439,478.15,28,20
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,577,477.97,46,40
22359,GLASS JAR KINGS CHOICE,161,477.79,62,47
85025C,PINK HEART SHAPE PHOTO FRAME,307,476.35,28,27
22023,EMPIRE BIRTHDAY CARD,1131,476.25,84,71
23021,GLASS BONNE JAM JAR,117,475.95,25,24
79030G,TUMBLER NEW ENGLAND,1220,475.8,41,35
21587,COSY HOUR GIANT TUBE MATCHES,195,475.65,26,25
22496,SET OF 2 ROUND TINS DUTCH CHEESE,242,474.14,69,63
22559,SEASIDE FLYING DISC,387,472.77,39,33
23180,MUM'S KITCHEN CLOCK,104,471.9,36,29
85231G,ORANGE SCENTED SET/9 T-LIGHTS,573,471.45,66,49
21618,4 WILDFLOWER BOTANICAL CANDLES,301,471.25,51,48
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,303,471.15,21,20
23527,WALL ART ANIMALS AND NATURE ,148,471.0,26,25
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,455,470.75,31,24
21468,BUTTERFLY CROCHET FOOD COVER,123,468.67,50,43
23377,PACK OF 12 DOLLY GIRL TISSUES,1200,468.0,80,69
85032D,YULETIDE IMAGES GIFT WRAP SET,630,467.5,58,57
85049F,BABY BOOM RIBBONS ,374,467.5,85,70
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,467.05,44,39
22183,CAKE STAND VICTORIAN FILIGREE MED,74,466.95,17,16
23218,LAUREL STAR ANTIQUE GOLD,372,465.81,33,27
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,186,465.38,19,17
21084,SET/6 COLLAGE PAPER CUPS,2199,463.85,103,90
21476,STEEL SWEETHEART ROUND TABLE CREAM,31,463.45,18,14
21634,ASSORTED MINI MADRAS NOTEBOOK,948,462.6,23,22
21803,CHRISTMAS TREE STAR DECORATION,1101,462.42,49,46
85131A,BEADED PEARL HEART WHITE ON STICK,469,462.17,25,19
21630,FLOOR CUSHION ELEPHANT CARNIVAL,54,461.3,22,13
22255,FELT TOADSTOOL  SMALL,542,460.7,44,33
21215,IVORY PAPER CUP CAKE CASES ,866,460.7,63,51
23691,WRAP KEEP CALM BIRTHDAY,1125,460.5,36,34
23455,SMALL PARLOUR PICTURE FRAME,164,459.56,32,30
85016,SET OF 6 VINTAGE NOTELETS KIT,522,459.0,25,22
23561,SET OF 6 RIBBONS PARTY,167,458.63,13,13
21865,PINK UNION JACK  PASSPORT COVER ,220,457.08,68,52
22324,BLUE POLKADOT KIDS BAG,228,456.36,29,20
22511,RETROSPOT BABUSHKA DOORSTOP,245,455.87,48,44
21014,SWISS CHALET TREE DECORATION ,1233,455.57,66,64
23548,WRAP MAGIC FOREST ,1075,451.5,43,42
22194,BLACK DINER WALL CLOCK,53,450.5,33,24
22595,CHRISTMAS GINGHAM HEART,552,450.48,30,29
21507,ELEPHANT BIRTHDAY CARD ,1080,449.88,72,63
22286,"DECORATION , WOBBLY RABBIT , METAL ",272,448.8,34,30
35004G,SET OF 3 GOLD FLYING DUCKS,126,448.3,20,16
85194S,HANGING SPRING FLOWER EGG SMALL,1163,447.75,55,50
71279,PINK GLASS CANDLEHOLDER,155,447.65,27,20
23560,SET OF 6 RIBBONS COUNTRY STYLE,163,447.07,20,20
21472,LADYBIRD + BEE RAFFIA FOOD COVER,119,446.25,33,29
21397,BLUE POLKADOT EGG CUP ,1016,445.26,44,43
23074,EMBOSSED HEART TRINKET BOX,221,444.02,35,32
17096,ASSORTED LAQUERED INCENSE HOLDERS,2516,443.76,13,12
23125,6PC WOOD PLATE SET DISPOSABLE,405,443.25,16,15
21675,BUTTERFLIES STICKERS,519,442.71,51,45
22261,FELT EGG COSY WHITE RABBIT ,514,442.36,70,61
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,151,441.53,44,38
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1038,440.94,79,49
21650,ASSORTED TUTTI FRUTTI BRACELET,2197,440.89,61,48
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,66,440.74,25,21
23045,PAPER LANTERN 5 POINT STAR MOON ,106,439.9,18,17
21473,SWEETHEART CREAM STEEL TABLE RECT,22,438.9,18,16
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,529,437.17,46,38
72819,CUPID DESIGN SCENTED CANDLES,208,436.4,30,28
23425,STORAGE TIN HOME SWEET HOME,237,435.43,35,35
23565,EGG CUP MILKMAID HELGA ,348,435.0,31,28
35598B,BLACK CHRISTMAS TREE 60CM,554,433.7,22,20
35598D,PINK/WHITE CHRISTMAS TREE 60CM,660,433.22,24,23
23509,MINI PLAYING CARDS FUN FAIR ,1040,433.2,54,51
22446,PIN CUSHION BABUSHKA PINK,161,432.99,38,25
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,431.25,16,15
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,87,430.06,31,30
22647,CERAMIC LOVE HEART MONEY BANK,721,429.85,36,34
20705,MRS ROBOT SOFT TOY,143,428.85,28,27
23379,PACK OF 12 RED APPLE TISSUES,1175,428.01,50,49
21654,RIDGED GLASS FINGER BOWL,934,427.86,47,40
22903,CALENDAR FAMILY FAVOURITES,153,427.43,32,21
84674,FLYING PIG WATERING CAN,186,426.3,40,31
23522,DOG AND BALL WALL ART,252,425.88,4,3
22340,NOEL GARLAND PAINTED ZINC ,980,425.16,61,53
21062,PARTY INVITES SPACEMAN,500,425.0,61,55
85130C,BEADED CRYSTAL HEART BLUE  LARGE,478,424.06,43,37
21972,SET OF 36 DINOSAUR PAPER DOILIES,292,423.4,39,35
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,455,422.55,36,33
77101A,UNION FLAG WINDSOCK,385,421.97,20,16
90154,LAZER CUT NECKLACE W PASTEL BEADS,57,421.75,5,5
23058,CHRISTMAS HANGING SNOWFLAKE,486,421.02,44,39
21417,COCKLE SHELL DISH,289,420.88,32,24
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,39,39
84976,RECTANGULAR SHAPED MIRROR,502,420.68,29,27
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,86,420.1,23,22
21802,CHRISTMAS TREE HEART DECORATION,997,418.74,46,45
21662,VINTAGE GLASS COFFEE CADDY,74,416.3,16,14
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1395,416.07,51,40
23336,EGG FRYING PAN PINK ,199,415.97,63,46
22785,SQUARECUSHION COVER PINK UNION FLAG,62,415.3,25,23
20766,GARDEN PATH SKETCHBOOK,111,414.58,47,41
35241,ENAMEL BLUE RIM BISCUIT BIN,89,413.95,30,27
82616B,FRAPPUCINO SCARF KNITTING KIT,307,413.83,47,35
90209C,PINK ENAMEL+GLASS HAIR COMB,231,413.7,12,8
23459,DOLLY CABINET 2 DRAWERS ,33,412.5,19,19
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,84,412.41,31,29
21063,PARTY INVITES JAZZ HEARTS,483,412.11,81,64
20839,FRENCH PAISLEY CUSHION COVER ,452,411.84,49,44
21739,COSY SLIPPER SHOES SMALL GREEN,141,411.54,48,38
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,260,411.44,23,23
21426,WOODLAND STORAGE BOX SMALL,213,411.3,17,15
22051,BLUE SCANDINAVIAN PAISLEY WRAP,975,409.5,39,36
20658,RED RETROSPOT LUGGAGE TAG,327,408.75,59,44
21358,TOAST ITS - HAPPY BIRTHDAY,327,408.75,59,54
20761,BLUE PAISLEY SKETCHBOOK,107,408.67,52,46
21219,SET/4 BADGES BALLOON GIRL,323,408.59,42,35
23422,PANTRY HOOK BALLOON WHISK ,196,407.68,31,29
84916,HAND TOWEL PALE BLUE W FLOWERS,212,407.4,18,17
84821,DANISH ROSE DELUXE COASTER,935,407.15,40,35
22268,EASTER DECORATION SITTING BUNNY,501,407.13,54,44
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,24,406.8,13,12
22247,BUNNY DECORATION MAGIC GARDEN,483,406.39,56,54
20681,PINK POLKADOT CHILDRENS UMBRELLA,125,406.25,33,29
22390,PAPERWEIGHT CHILDHOOD MEMORIES,259,405.62,30,24
23415,HOME SWEET HOME HOOK,326,405.6,45,42
21817,GLITTER CHRISTMAS TREE,902,405.14,54,48
22513,DOORSTOP FOOTBALL DESIGN,134,404.98,51,37
90200D,PINK SWEETHEART BRACELET,98,404.5,24,21
21576,LETS GO SHOPPING COTTON TOTE BAG,177,403.67,46,40
21202,DOLLY HONEYCOMB GARLAND,448,403.2,20,20
84086C,PINK/PURPLE RETRO RADIO,136,401.2,19,13
22510,GINGHAM BABUSHKA DOORSTOP,209,400.87,41,34
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,400.5,14,13
21374,MIRRORED WALL ART SKULLS,294,400.0,40,37
20840,FRENCH FLORAL CUSHION COVER ,464,399.28,43,35
85136A,YELLOW SHARK HELICOPTER,50,397.5,37,35
22422,TOOTHPASTE TUBE PEN,970,396.6,73,53
85127,SMALL SQUARE CUT GLASS CANDLESTICK,80,396.0,19,17
21629,SQUARE FLOOR CUSHION VINTAGE RED,51,395.45,25,13
22638,SET OF 4 NAPKIN CHARMS CROWNS ,255,394.42,38,37
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,394.16,19,18
22048,BIRTHDAY BANQUET GIFT WRAP,975,393.5,32,32
84849B,FAIRY SOAP SOAP HOLDER,232,392.08,57,41
22545,MINI JIGSAW BUNNIES,1088,390.69,47,40
21828,EIGHT PIECE SNAKE  SET,311,388.75,68,53
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,481,388.69,54,51
84360,TABLE LAMP WHITE SHADE WOOD BASE,74,388.3,17,9
84974,S/2 ZINC HEART DESIGN PLANTERS,39,388.05,28,26
23537,WALL ART I LOVE LONDON ,86,387.3,19,18
23103,BELL HEART DECORATION,252,387.0,9,9
84826,ASSTD DESIGN 3D PAPER STICKERS,1159,386.83,30,28
21741,COSY SLIPPER SHOES LARGE GREEN,131,386.45,28,27
84912A,PINK ROSE WASHBAG,103,386.25,38,25
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,277,385.52,52,40
85088,CANDY SPOT HAND BAG,188,385.27,20,18
22337,ANGEL DECORATION PAINTED ZINC ,635,383.95,26,24
20803,SMALL PINK GLASS SUNDAE DISH,911,383.91,31,26
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5856,383.76,17,15
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,970,382.92,54,16
47585A,PINK FAIRY CAKE CUSHION COVER,102,382.5,27,23
20762,GREEN FERN SKETCHBOOK ,101,382.46,51,42
22785,SQUARECUSHION COVER PINK UNION JACK,150,382.14,29,27
85180B,PINK HEARTS LIGHT CHAIN ,196,381.0,21,19
21373,MIRRORED WALL ART SNOWFLAKES,507,380.25,45,41
16045,POPART WOODEN PENCILS ASST,8900,380.0,68,61
21015,DARK BIRD HOUSE TREE DECORATION,1249,377.33,66,59
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1746,376.5,65,46
84687,BEACH HUT SHELF W 3 DRAWERS,70,376.5,20,16
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,447,375.79,57,57
23457,LARGE PARLOUR PICTURE FRAME,77,375.75,27,25
21415,CLAM SHELL SMALL ,202,375.73,30,25
22286,DECORATION WOBBLY RABBIT METAL ,753,375.57,45,35
22287,"DECORATION , WOBBLY CHICKEN, METAL ",227,374.55,28,27
35809A,ENAMEL PINK TEA CONTAINER,388,374.11,40,37
23128,DOLLCRAFT BOY JEAN-PAUL ,82,373.9,12,12
85135B,BLUE DRAGONFLY HELICOPTER,47,373.65,34,28
20716,PARTY FOOD SHOPPER BAG,314,373.5,34,31
22344,PARTY PIZZA DISH PINK POLKADOT,1046,372.74,46,34
21581,SKULLS  DESIGN  COTTON TOTE BAG,165,371.25,40,33
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,370.8,22,22
21318,GLASS CHALICE BLUE SMALL ,678,369.0,40,38
21562,HAWAIIAN GRASS SKIRT ,319,368.35,25,20
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1102,367.98,23,19
84600,NEW BAROQUE JEWELLERY BOX ,48,367.6,20,16
21635,MADRAS NOTEBOOK LARGE ,270,367.5,15,15
20765,CHRYSANTHEMUM SKETCHBOOK ,94,367.34,51,45
16011,ANIMAL STICKERS,1749,367.29,46,38
22517,CHILDS GARDEN RAKE PINK,179,366.9,54,48
21808,"CHRISTMAS GARLAND STARS,TREES",99,366.25,21,21
