Orders,Total_Spend,Avg_Order_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Products,Customer_Lifetime_Days,Recency_Days,Customer_Type
3,3509.43,36.18,2344,2023-10-16 15:27:00,2023-11-30 08:23:00,77,44,9,High Value
10,2760.56,14.01,3096,2023-02-11 08:45:00,2023-11-09 15:05:00,136,271,29,VIP
1,340.11,16.2,157,2023-11-21 14:59:00,2023-11-21 14:59:00,21,0,17,Regular
4,1352.75,30.06,648,2023-05-19 08:50:00,2023-11-22 12:25:00,37,187,17,Regular
5,1551.78,19.64,1948,2023-05-08 12:38:00,2023-11-25 08:12:00,63,200,14,Regular
1,244.8,244.8,1440,2023-07-28 14:54:00,2023-07-28 14:54:00,1,0,133,Regular
1,266.4,19.03,88,2023-04-08 09:08:00,2023-04-08 09:08:00,14,0,245,At Risk
1,358.82,17.09,296,2023-07-29 09:48:00,2023-07-29 09:48:00,21,0,133,Regular
2,457.72,16.35,199,2023-02-24 12:41:00,2023-10-20 14:51:00,28,238,49,Regular
3,1633.78,19.92,800,2023-02-15 09:59:00,2023-08-17 16:48:00,65,183,113,Regular
2,2199.31,20.75,1195,2023-05-17 14:57:00,2023-12-02 13:12:00,93,198,6,High Value
2,184.19,12.28,233,2023-06-01 09:06:00,2023-11-17 10:09:00,14,169,22,Regular
15,11528.48,90.78,6193,2023-03-14 09:59:00,2023-11-14 13:57:00,102,245,24,VIP
1,406.53,25.41,251,2023-10-05 10:30:00,2023-10-05 10:30:00,16,0,65,Regular
4,1471.0,14.42,1343,2023-05-04 12:32:00,2023-10-10 13:54:00,74,159,59,Regular
11,3447.4,41.04,1794,2023-02-21 09:09:00,2023-10-20 14:40:00,54,241,49,VIP
1,330.11,15.0,197,2023-06-23 10:15:00,2023-06-23 10:15:00,22,0,169,Regular
5,977.93,18.81,679,2023-03-22 12:02:00,2023-11-21 17:10:00,49,244,17,Regular
3,982.42,33.88,680,2023-02-11 10:38:00,2023-08-04 10:44:00,27,174,127,Regular
8,1387.99,19.01,887,2023-04-13 11:05:00,2023-11-25 08:55:00,44,225,14,Frequent
1,139.05,15.45,43,2023-04-14 19:16:00,2023-04-14 19:16:00,9,0,238,At Risk
4,1286.7,18.92,776,2023-09-04 16:05:00,2023-12-07 12:26:00,61,93,2,Regular
2,178.96,13.77,208,2023-01-07 12:44:00,2023-04-14 11:39:00,13,96,239,At Risk
7,2354.25,29.43,1572,2023-03-20 14:37:00,2023-10-18 14:07:00,74,211,51,VIP
1,498.74,19.18,365,2023-10-24 12:51:00,2023-10-24 12:51:00,26,0,45,Regular
1,259.45,18.53,150,2023-04-28 12:03:00,2023-04-28 12:03:00,14,0,225,At Risk
17,6580.44,30.32,3050,2023-01-31 13:17:00,2023-12-01 15:12:00,132,304,7,VIP
4,1194.73,17.83,756,2023-04-05 15:20:00,2023-12-05 17:21:00,54,244,3,Regular
2,1327.16,14.58,1473,2023-02-21 13:07:00,2023-06-28 12:09:00,90,126,164,Regular
1,623.5,22.27,366,2023-04-13 15:57:00,2023-04-13 15:57:00,28,0,239,At Risk
1,301.29,15.06,187,2023-11-29 08:21:00,2023-11-29 08:21:00,20,0,10,Regular
1,520.8,22.64,128,2023-07-29 10:58:00,2023-07-29 10:58:00,23,0,133,Regular
10,5291.33,15.52,3642,2023-03-15 14:21:00,2023-11-22 12:52:00,282,251,16,VIP
13,4745.69,17.51,2704,2023-06-05 15:36:00,2023-11-30 12:32:00,196,177,9,VIP
1,329.25,14.97,198,2023-11-08 17:09:00,2023-11-08 17:09:00,22,0,30,Regular
1,254.28,3.58,89,2023-09-25 16:05:00,2023-09-25 16:05:00,66,0,74,Regular
3,961.49,17.48,597,2023-11-06 12:41:00,2023-12-08 18:22:00,51,32,0,Regular
3,1936.07,15.49,2392,2022-12-16 13:44:00,2023-12-06 11:28:00,125,354,3,Regular
1,401.4,57.34,198,2023-10-25 13:53:00,2023-10-25 13:53:00,7,0,44,Regular
30,18641.01,26.25,11441,2022-12-13 15:44:00,2023-12-08 12:05:00,363,359,1,VIP
1,158.16,39.54,84,2022-12-17 14:15:00,2022-12-17 14:15:00,4,0,356,At Risk
2,304.47,10.5,186,2023-05-31 15:22:00,2023-11-21 13:10:00,29,173,17,Regular
3,824.58,8.16,351,2023-01-04 14:21:00,2023-10-02 12:05:00,79,270,68,Regular
1,487.75,18.06,160,2022-12-01 14:03:00,2022-12-01 14:03:00,27,0,372,At Risk
1,158.8,4.07,65,2023-01-23 12:41:00,2023-01-23 12:41:00,39,0,320,At Risk
1,106.56,21.31,52,2023-11-14 11:26:00,2023-11-14 11:26:00,5,0,25,Regular
1,1289.5,257.9,290,2023-01-12 15:36:00,2023-01-12 15:36:00,5,0,330,At Risk
5,1624.05,14.76,1611,2023-04-17 11:56:00,2023-12-01 11:51:00,106,227,8,Regular
1,135.75,12.34,145,2023-01-21 09:06:00,2023-01-21 09:06:00,11,0,322,At Risk
1,224.14,9.75,454,2023-09-29 11:31:00,2023-09-29 11:31:00,23,0,71,Regular
1,40.5,13.5,30,2023-03-24 15:12:00,2023-03-24 15:12:00,3,0,259,At Risk
5,2206.95,23.73,1938,2023-01-24 13:48:00,2023-11-21 12:53:00,91,300,17,High Value
1,87.5,14.58,36,2022-12-07 14:57:00,2022-12-07 14:57:00,6,0,366,At Risk
3,689.48,43.09,544,2023-03-15 12:03:00,2023-10-04 13:58:00,11,203,65,Regular
2,622.85,21.48,253,2023-03-16 12:42:00,2023-07-08 13:37:00,24,114,153,Regular
2,402.2,6.49,199,2023-06-02 12:06:00,2023-11-10 13:41:00,59,161,28,Regular
1,310.62,14.79,666,2023-09-30 14:06:00,2023-09-30 14:06:00,21,0,69,Regular
2,411.41,21.65,215,2023-06-24 14:54:00,2023-11-25 14:58:00,17,154,13,Regular
16,4777.18,52.5,1887,2023-05-11 13:49:00,2023-12-08 11:56:00,61,210,1,VIP
41,16225.39,76.53,6149,2023-01-11 12:29:00,2023-12-08 13:22:00,80,331,0,VIP
3,1044.32,20.48,918,2022-12-09 14:56:00,2023-08-12 11:41:00,36,245,119,Regular
1,499.32,26.28,144,2023-10-10 08:23:00,2023-10-10 08:23:00,19,0,60,Regular
15,7616.53,24.57,5703,2022-12-06 15:00:00,2023-12-06 15:10:00,209,365,2,VIP
1,3861.0,3861.0,1404,2023-12-07 12:20:00,2023-12-07 12:20:00,1,0,2,High Value
3,1079.61,33.74,469,2022-12-16 18:01:00,2023-11-29 10:00:00,30,347,10,Regular
2,193.64,19.36,120,2023-08-07 15:16:00,2023-09-08 14:42:00,10,31,91,Regular
4,1268.7,97.59,396,2023-02-04 14:04:00,2023-10-11 15:12:00,5,249,58,Regular
5,1236.54,17.92,1210,2023-04-06 14:02:00,2023-09-13 14:53:00,35,160,86,Regular
6,1827.8,12.87,1753,2023-02-01 12:29:00,2023-11-14 08:16:00,82,285,25,Frequent
1,316.58,35.18,258,2022-12-17 13:49:00,2022-12-17 13:49:00,9,0,356,At Risk
2,653.24,17.66,378,2023-08-04 16:07:00,2023-09-15 19:36:00,37,42,84,Regular
4,420.3,46.7,162,2023-03-09 08:59:00,2023-11-29 13:41:00,3,265,9,Regular
5,870.12,20.72,316,2022-12-21 13:03:00,2023-12-08 17:24:00,25,352,0,Regular
1,331.18,16.56,228,2023-04-28 16:11:00,2023-04-28 16:11:00,20,0,224,At Risk
2,894.41,17.2,240,2022-12-09 16:08:00,2023-10-10 13:31:00,52,304,59,Regular
1,101.8,20.36,36,2023-04-12 13:45:00,2023-04-12 13:45:00,5,0,240,At Risk
2,328.35,13.68,272,2023-01-14 11:05:00,2023-01-25 12:21:00,22,11,318,At Risk
8,1661.44,15.1,1254,2023-04-11 09:46:00,2023-12-08 12:07:00,109,241,1,Frequent
3,734.94,21.0,225,2023-09-04 12:24:00,2023-10-24 11:41:00,33,49,46,Regular
1,96.6,48.3,28,2023-09-13 11:41:00,2023-09-13 11:41:00,2,0,87,Regular
11,5756.89,34.68,3329,2023-01-25 11:20:00,2023-11-29 11:48:00,77,308,10,VIP
1,305.75,33.97,45,2023-06-16 16:57:00,2023-06-16 16:57:00,9,0,175,Regular
6,1778.96,15.2,1393,2023-03-04 10:24:00,2023-10-19 12:39:00,110,229,51,Frequent
1,403.25,80.65,43,2022-12-08 13:08:00,2022-12-08 13:08:00,5,0,365,At Risk
1,585.0,117.0,440,2023-01-25 08:03:00,2023-01-25 08:03:00,5,0,318,At Risk
2,755.75,37.79,213,2023-04-04 12:17:00,2023-04-28 11:31:00,14,23,225,At Risk
2,322.08,23.01,152,2022-12-12 12:34:00,2022-12-16 15:02:00,13,4,357,At Risk
1,409.4,17.8,226,2023-04-19 14:51:00,2023-04-19 14:51:00,23,0,233,At Risk
1,154.41,19.3,71,2023-02-02 11:41:00,2023-02-02 11:41:00,8,0,310,At Risk
5,1219.4,21.02,750,2023-01-26 15:31:00,2023-11-03 11:59:00,43,280,36,Regular
4,3386.71,27.09,2255,2023-02-18 09:04:00,2023-10-04 13:56:00,110,228,65,High Value
2,429.6,18.68,351,2023-04-13 11:04:00,2023-04-14 14:39:00,23,1,238,At Risk
2,612.06,19.74,686,2023-07-22 12:21:00,2023-08-18 16:27:00,26,27,112,Regular
1,197.0,14.07,196,2023-03-08 08:53:00,2023-03-08 08:53:00,14,0,276,At Risk
12,2247.51,15.72,1324,2022-12-01 17:22:00,2023-05-06 09:44:00,132,155,217,At Risk
1,321.05,21.4,269,2023-02-14 10:52:00,2023-02-14 10:52:00,15,0,298,At Risk
4,1412.32,14.27,1071,2023-04-26 15:04:00,2023-12-08 09:46:00,94,225,1,Regular
3,1071.99,21.44,692,2023-06-08 16:00:00,2023-11-10 14:28:00,49,154,28,Regular
2,780.59,15.93,594,2023-09-22 09:53:00,2023-11-29 14:14:00,48,68,9,Regular
5,1706.57,21.88,1369,2023-02-01 08:23:00,2023-10-26 09:50:00,58,267,44,Regular
8,1756.44,15.97,1818,2023-03-01 11:02:00,2023-10-04 09:05:00,82,216,66,Frequent
1,316.68,14.39,185,2023-09-26 14:12:00,2023-09-26 14:12:00,22,0,73,Regular
2,631.57,18.58,405,2023-04-05 15:12:00,2023-10-05 13:19:00,31,182,64,Regular
3,2515.84,28.27,1784,2023-03-23 13:42:00,2023-07-28 18:56:00,55,127,133,High Value
2,514.15,15.58,247,2022-12-16 09:46:00,2023-04-15 14:45:00,32,120,237,At Risk
1,356.0,59.33,160,2023-08-09 12:52:00,2023-08-09 12:52:00,6,0,121,Regular
13,6688.46,19.11,3577,2023-03-28 12:49:00,2023-11-08 11:45:00,211,224,31,VIP
11,10484.99,94.46,6171,2023-04-12 10:38:00,2023-11-30 15:02:00,97,232,8,VIP
2,740.78,16.84,522,2023-06-09 14:15:00,2023-11-03 13:30:00,44,146,35,Regular
5,918.2,17.32,866,2023-06-23 12:19:00,2023-11-23 16:22:00,52,153,15,Regular
1,300.36,16.69,275,2023-08-04 15:04:00,2023-08-04 15:04:00,18,0,126,Regular
1,890.85,18.95,489,2023-10-04 12:43:00,2023-10-04 12:43:00,47,0,66,Regular
1,98.45,16.41,55,2023-07-14 11:47:00,2023-07-14 11:47:00,6,0,148,Regular
1,317.15,45.31,46,2023-03-01 12:58:00,2023-03-01 12:58:00,7,0,282,At Risk
2,623.16,18.33,142,2023-05-06 14:16:00,2023-06-24 12:30:00,32,48,168,Regular
7,1810.77,23.52,885,2022-12-02 12:09:00,2023-08-31 13:55:00,62,272,99,Frequent
1,254.82,13.41,270,2023-07-27 15:20:00,2023-07-27 15:20:00,19,0,134,Regular
1,178.95,17.9,73,2023-01-20 12:16:00,2023-01-20 12:16:00,10,0,323,At Risk
1,156.51,13.04,89,2023-08-25 10:26:00,2023-08-25 10:26:00,12,0,106,Regular
1,393.74,17.12,265,2023-10-06 13:49:00,2023-10-06 13:49:00,23,0,63,Regular
2,1506.12,18.37,612,2023-04-18 12:16:00,2023-07-11 14:46:00,76,84,150,Regular
1,119.3,19.88,18,2023-01-05 13:40:00,2023-01-05 13:40:00,6,0,337,At Risk
5,1717.36,156.12,944,2023-06-10 10:24:00,2023-11-17 15:59:00,8,160,21,Regular
1,408.8,204.4,26,2023-11-16 09:32:00,2023-11-16 09:32:00,2,0,23,Regular
7,2379.49,58.04,1521,2023-02-02 13:25:00,2023-11-24 09:24:00,22,294,15,VIP
15,2493.34,9.44,1251,2022-12-09 13:47:00,2023-12-02 14:11:00,184,358,6,VIP
2,721.94,11.46,310,2023-09-14 16:36:00,2023-10-13 12:59:00,63,28,56,Regular
2,716.57,15.25,619,2023-11-21 14:17:00,2023-12-05 16:57:00,44,14,3,Regular
1,615.14,15.0,498,2023-11-02 11:20:00,2023-11-02 11:20:00,41,0,37,Regular
1,128.63,2.63,61,2023-10-04 16:39:00,2023-10-04 16:39:00,49,0,65,Regular
1,255.9,21.32,205,2023-10-24 10:08:00,2023-10-24 10:08:00,12,0,46,Regular
1,290.51,15.29,189,2022-12-20 10:48:00,2022-12-20 10:48:00,19,0,354,At Risk
1,113.12,7.07,154,2023-06-20 17:14:00,2023-06-20 17:14:00,16,0,171,Regular
9,2332.15,16.78,1211,2023-01-10 15:51:00,2023-10-12 09:10:00,121,274,58,VIP
1,240.55,80.18,55,2023-10-21 11:08:00,2023-10-21 11:08:00,3,0,49,Regular
2,486.69,24.33,433,2023-09-30 12:30:00,2023-11-17 15:34:00,17,48,21,Regular
5,2306.52,26.21,775,2022-12-09 13:59:00,2023-10-27 16:58:00,80,322,42,High Value
3,939.78,16.2,1008,2023-04-04 12:44:00,2023-11-10 13:49:00,43,220,28,Regular
18,7943.22,38.94,4501,2022-12-15 16:03:00,2023-12-05 11:39:00,93,354,4,VIP
15,4668.3,45.32,2103,2022-12-01 09:32:00,2023-11-14 11:02:00,62,348,25,VIP
1,178.39,7.43,55,2023-05-22 15:00:00,2023-05-22 15:00:00,24,0,200,At Risk
6,3672.86,18.93,1766,2023-01-17 11:57:00,2023-10-20 11:47:00,137,275,50,VIP
3,641.94,16.46,292,2023-10-07 09:42:00,2023-11-29 16:32:00,30,53,9,Regular
12,4799.9,25.0,3116,2022-12-08 13:55:00,2023-12-07 17:17:00,115,364,1,VIP
7,4507.01,643.86,2948,2022-12-02 16:48:00,2023-10-03 14:19:00,7,304,66,VIP
1,496.44,17.73,292,2023-10-06 17:08:00,2023-10-06 17:08:00,28,0,63,Regular
12,5049.95,20.87,2751,2022-12-06 12:21:00,2023-10-20 09:57:00,167,317,50,VIP
1,574.02,18.52,248,2023-02-22 13:59:00,2023-02-22 13:59:00,31,0,289,At Risk
8,694.4,30.19,104,2022-12-06 11:42:00,2023-10-10 10:23:00,8,307,60,Frequent
3,1174.35,20.25,810,2023-07-14 15:22:00,2023-10-06 12:56:00,57,83,63,Regular
1,205.3,17.11,37,2023-09-05 11:38:00,2023-09-05 11:38:00,12,0,95,Regular
1,310.47,16.34,175,2023-03-10 13:08:00,2023-03-10 13:08:00,19,0,273,At Risk
91,60632.75,25.63,38147,2022-12-01 09:41:00,2023-12-09 12:00:00,567,373,0,VIP
4,924.85,19.68,516,2022-12-20 12:51:00,2023-09-25 13:10:00,42,279,74,Regular
1,52.0,52.0,25,2023-08-21 16:02:00,2023-08-21 16:02:00,1,0,109,Regular
1,327.97,13.67,313,2023-05-24 14:39:00,2023-05-24 14:39:00,24,0,198,At Risk
2,570.5,15.42,862,2023-08-15 15:17:00,2023-10-06 12:51:00,35,51,63,Regular
1,165.0,165.0,100,2023-01-17 11:34:00,2023-01-17 11:34:00,1,0,326,At Risk
1,312.62,9.47,642,2023-12-06 11:30:00,2023-12-06 11:30:00,33,0,3,Regular
1,204.5,12.78,175,2023-03-01 12:48:00,2023-03-01 12:48:00,16,0,283,At Risk
1,267.13,7.42,326,2023-10-26 13:27:00,2023-10-26 13:27:00,36,0,43,Regular
3,2748.31,28.93,1181,2023-02-21 11:10:00,2023-09-30 09:40:00,83,220,70,High Value
1,679.68,16.18,416,2023-09-15 09:34:00,2023-09-15 09:34:00,42,0,85,Regular
1,161.74,3.37,231,2023-08-28 11:55:00,2023-08-28 11:55:00,47,0,103,Regular
1,311.71,10.75,386,2023-01-10 11:38:00,2023-01-10 11:38:00,29,0,333,At Risk
1,208.75,20.88,116,2023-10-18 11:55:00,2023-10-18 11:55:00,10,0,52,Regular
3,1049.7,18.42,486,2023-06-21 10:37:00,2023-10-31 15:36:00,51,132,38,Regular
2,714.96,55.0,1312,2023-10-10 12:30:00,2023-11-07 17:50:00,10,28,31,Regular
4,1661.06,47.46,652,2022-12-05 12:00:00,2022-12-08 14:43:00,29,3,365,At Risk
1,1028.56,64.28,344,2023-05-15 13:27:00,2023-05-15 13:27:00,16,0,207,At Risk
3,350.82,3.58,273,2023-06-19 13:51:00,2023-07-06 11:22:00,67,16,156,Regular
1,170.22,4.86,79,2023-10-17 12:50:00,2023-10-17 12:50:00,34,0,53,Regular
2,574.07,6.68,416,2023-01-25 13:15:00,2023-10-04 12:51:00,77,251,65,Regular
1,2020.52,118.85,812,2023-09-20 09:40:00,2023-09-20 09:40:00,17,0,80,Regular
1,406.09,16.92,283,2023-08-02 10:19:00,2023-08-02 10:19:00,24,0,129,Regular
1,364.5,17.36,84,2023-09-13 13:55:00,2023-09-13 13:55:00,21,0,86,Regular
3,563.94,21.69,116,2023-09-26 14:48:00,2023-12-09 10:45:00,21,73,0,Regular
1,393.54,19.68,81,2023-10-25 11:28:00,2023-10-25 11:28:00,20,0,45,Regular
1,252.42,14.85,144,2023-01-11 11:18:00,2023-01-11 11:18:00,17,0,332,At Risk
1,201.6,40.32,130,2022-12-08 15:25:00,2022-12-08 15:25:00,5,0,365,At Risk
1,158.04,17.56,84,2023-09-28 13:17:00,2023-09-28 13:17:00,9,0,71,Regular
2,463.91,6.53,321,2023-06-05 15:46:00,2023-07-04 16:06:00,65,29,157,Regular
1,115.65,23.13,51,2022-12-01 13:33:00,2022-12-01 13:33:00,5,0,372,At Risk
7,1934.66,8.83,742,2022-12-05 11:49:00,2023-11-27 12:52:00,157,357,11,Frequent
2,770.12,12.62,341,2022-12-07 11:49:00,2023-03-30 12:15:00,59,113,254,At Risk
2,277.05,19.79,45,2023-10-17 15:22:00,2023-11-10 13:44:00,9,23,28,Regular
10,2718.03,5.45,1643,2022-12-06 14:05:00,2023-11-08 13:11:00,215,336,30,VIP
22,8347.2,15.15,7050,2022-12-09 10:04:00,2023-12-05 09:04:00,292,360,4,VIP
1,427.93,32.92,223,2023-10-31 09:35:00,2023-10-31 09:35:00,13,0,39,Regular
1,418.92,59.85,336,2022-12-13 09:52:00,2022-12-13 09:52:00,7,0,361,At Risk
1,326.0,20.38,144,2022-12-02 12:28:00,2022-12-02 12:28:00,16,0,372,At Risk
2,913.19,31.49,493,2023-03-30 13:39:00,2023-09-05 09:46:00,29,158,95,Regular
7,2314.32,20.3,1084,2023-01-28 13:08:00,2023-11-14 08:29:00,65,289,25,VIP
2,602.51,13.69,621,2022-12-16 15:59:00,2023-09-25 15:01:00,37,282,74,Regular
4,1877.59,19.76,1057,2023-03-09 13:53:00,2023-10-13 14:13:00,91,218,56,Regular
1,446.94,111.74,230,2023-11-18 14:42:00,2023-11-18 14:42:00,4,0,20,Regular
7,2386.05,25.38,830,2023-01-11 11:32:00,2023-10-30 10:58:00,65,291,40,VIP
1,2007.4,74.35,2924,2023-07-25 16:39:00,2023-07-25 16:39:00,27,0,136,Regular
12,2415.91,18.3,500,2022-12-03 14:40:00,2023-12-01 15:05:00,74,363,7,VIP
1,168.0,56.0,126,2023-08-03 09:59:00,2023-08-03 09:59:00,3,0,128,Regular
3,1221.56,10.53,615,2023-05-01 13:45:00,2023-10-30 15:04:00,100,182,39,Regular
7,3703.29,19.09,2305,2022-12-16 13:02:00,2023-06-23 13:13:00,145,189,168,VIP
5,1690.26,46.95,376,2022-12-09 15:01:00,2023-12-01 12:13:00,22,356,8,Regular
2,596.85,74.61,171,2023-03-16 13:44:00,2023-05-10 11:55:00,8,54,213,At Risk
6,5955.71,19.72,4012,2023-02-17 12:01:00,2023-11-25 10:58:00,193,280,14,VIP
2,642.41,15.67,596,2022-12-15 11:34:00,2023-06-23 10:57:00,34,189,169,Regular
1,316.88,26.41,161,2023-10-30 15:11:00,2023-10-30 15:11:00,12,0,39,Regular
1,394.14,12.71,446,2023-06-06 13:47:00,2023-06-06 13:47:00,31,0,185,At Risk
1,140.54,14.05,88,2023-03-14 13:53:00,2023-03-14 13:53:00,10,0,269,At Risk
1,500.0,500.0,400,2023-06-20 16:18:00,2023-06-20 16:18:00,1,0,171,Regular
4,1535.53,18.28,1277,2022-12-14 15:50:00,2023-12-05 11:01:00,74,355,4,Regular
2,231.86,19.32,150,2023-03-03 16:58:00,2023-11-23 16:48:00,10,264,15,Regular
4,2183.54,25.69,910,2022-12-16 12:46:00,2023-11-30 11:49:00,54,348,9,High Value
1,107.45,15.35,17,2023-01-18 12:40:00,2023-01-18 12:40:00,7,0,325,At Risk
1,288.18,20.58,122,2023-08-19 10:56:00,2023-08-19 10:56:00,14,0,112,Regular
1,94.0,15.67,20,2023-02-23 09:25:00,2023-02-23 09:25:00,6,0,289,At Risk
2,1345.53,18.43,769,2023-09-22 14:56:00,2023-11-23 16:47:00,60,62,15,Regular
3,815.77,16.32,611,2023-09-21 15:57:00,2023-12-08 13:04:00,45,77,0,Regular
5,716.2,59.68,390,2023-03-06 11:27:00,2023-09-08 13:57:00,10,186,91,Regular
2,626.77,14.92,694,2023-05-27 13:32:00,2023-07-14 12:17:00,35,47,148,Regular
1,349.1,43.64,193,2023-06-03 14:44:00,2023-06-03 14:44:00,8,0,188,At Risk
2,510.71,9.64,254,2023-02-11 16:19:00,2023-11-08 13:22:00,51,269,30,Regular
4,1046.74,7.07,552,2023-02-07 13:18:00,2023-11-06 11:55:00,142,271,33,Regular
1,267.18,7.86,106,2023-03-20 15:02:00,2023-03-20 15:02:00,34,0,263,At Risk
8,3450.84,28.29,1200,2023-03-23 10:15:00,2023-09-16 14:47:00,48,177,83,VIP
4,1348.93,13.76,529,2023-06-10 12:30:00,2023-11-13 15:19:00,86,156,25,Regular
1,190.53,19.05,108,2023-06-21 15:24:00,2023-06-21 15:24:00,10,0,170,Regular
3,774.9,19.87,443,2023-04-11 13:45:00,2023-11-30 09:50:00,37,232,9,Regular
1,559.61,11.91,551,2023-01-30 14:13:00,2023-01-30 14:13:00,46,0,312,At Risk
4,3984.32,20.75,2090,2023-03-02 08:41:00,2023-10-06 09:38:00,165,218,64,High Value
1,508.8,18.17,284,2023-09-15 15:26:00,2023-09-15 15:26:00,28,0,84,Regular
1,135.86,16.98,230,2023-11-15 09:23:00,2023-11-15 09:23:00,8,0,24,Regular
4,950.36,17.93,500,2023-02-02 14:36:00,2023-10-12 09:20:00,40,251,58,Regular
2,97.7,16.28,38,2023-01-20 14:17:00,2023-01-20 16:17:00,6,0,322,At Risk
1,43.5,21.75,101,2023-11-01 14:01:00,2023-11-01 14:01:00,2,0,37,Regular
2,383.34,22.55,554,2023-03-30 13:00:00,2023-03-30 13:02:00,17,0,253,At Risk
5,1404.07,5.11,656,2022-12-05 13:55:00,2023-11-20 15:36:00,217,350,18,Regular
3,1430.54,4.9,967,2023-10-23 14:47:00,2023-11-06 14:29:00,233,13,32,Regular
1,93.78,15.63,102,2023-11-24 16:54:00,2023-11-24 16:54:00,6,0,14,Regular
2,397.35,4.85,380,2023-09-25 13:42:00,2023-11-13 12:28:00,77,48,26,Regular
1,171.19,17.12,65,2023-11-16 16:30:00,2023-11-16 16:30:00,10,0,22,Regular
2,533.3,13.01,534,2023-03-17 14:12:00,2023-05-10 10:45:00,40,53,213,At Risk
5,1041.48,18.94,647,2023-05-23 14:18:00,2023-12-01 13:33:00,40,191,7,Regular
1,149.29,5.15,54,2023-11-17 16:39:00,2023-11-17 16:39:00,29,0,21,Regular
3,1067.75,3.67,574,2023-04-19 16:52:00,2023-11-27 16:05:00,243,221,11,Regular
1,200.16,4.45,79,2023-03-22 13:11:00,2023-03-22 13:11:00,44,0,261,At Risk
1,156.58,6.26,59,2023-07-31 14:19:00,2023-07-31 14:19:00,25,0,130,Regular
3,383.68,6.19,197,2023-05-15 11:30:00,2023-10-16 12:16:00,50,154,54,Regular
1,594.0,297.0,120,2023-04-05 12:24:00,2023-04-05 12:24:00,2,0,248,At Risk
7,3213.59,8.64,1639,2023-01-23 13:25:00,2023-12-08 10:40:00,237,318,1,VIP
2,1411.21,6.59,759,2023-10-30 16:12:00,2023-11-30 17:37:00,191,31,8,Regular
1,113.5,22.7,58,2023-03-20 15:06:00,2023-03-20 15:06:00,5,0,263,At Risk
1,155.17,17.24,85,2023-01-13 11:26:00,2023-01-13 11:26:00,9,0,330,At Risk
1,494.64,17.67,232,2023-01-31 10:42:00,2023-01-31 10:42:00,28,0,312,At Risk
3,974.52,16.24,812,2023-03-23 10:43:00,2023-11-13 15:02:00,47,235,25,Regular
1,429.84,14.33,376,2023-11-09 17:11:00,2023-11-09 17:11:00,30,0,29,Regular
3,528.48,9.44,280,2023-03-20 15:21:00,2023-11-10 12:13:00,47,234,29,Regular
7,1371.77,4.92,837,2023-06-05 12:37:00,2023-12-08 10:59:00,169,185,1,Frequent
1,179.1,7.16,86,2022-12-12 14:21:00,2022-12-12 14:21:00,23,0,361,At Risk
3,434.59,7.49,633,2022-12-15 15:34:00,2023-03-01 13:51:00,48,75,282,At Risk
1,237.07,4.09,132,2023-03-22 15:31:00,2023-03-22 15:31:00,56,0,261,At Risk
1,161.64,23.09,156,2023-11-14 13:08:00,2023-11-14 13:08:00,7,0,24,Regular
1,214.26,3.83,107,2022-12-20 16:08:00,2022-12-20 16:08:00,53,0,353,At Risk
3,234.6,21.33,172,2023-06-05 15:36:00,2023-09-06 13:11:00,9,92,93,Regular
1,126.14,18.02,106,2023-11-10 12:57:00,2023-11-10 12:57:00,7,0,28,Regular
1,1044.65,6.74,348,2023-01-05 15:56:00,2023-01-05 15:56:00,155,0,337,At Risk
18,7354.62,75.82,1257,2022-12-05 10:12:00,2023-11-20 10:11:00,43,349,19,VIP
1,334.53,5.87,246,2023-09-15 14:08:00,2023-09-15 14:08:00,56,0,84,Regular
3,524.88,10.09,310,2023-07-10 14:42:00,2023-11-30 14:17:00,41,142,8,Regular
2,467.51,19.48,155,2023-10-19 13:38:00,2023-10-19 13:49:00,24,0,50,Regular
2,538.55,22.44,153,2023-08-11 16:54:00,2023-10-20 16:21:00,24,69,49,Regular
1,454.48,6.23,256,2023-12-07 14:12:00,2023-12-07 14:12:00,67,0,1,Regular
1,371.56,4.89,251,2023-08-18 15:17:00,2023-08-18 15:17:00,76,0,112,Regular
7,1771.2,161.02,672,2023-10-10 11:12:00,2023-11-25 15:15:00,4,46,13,Frequent
1,454.11,15.66,319,2023-09-23 15:20:00,2023-09-23 15:20:00,29,0,76,Regular
2,1399.92,31.82,575,2023-10-14 11:09:00,2023-10-30 14:19:00,34,16,39,Regular
1,905.5,20.12,303,2023-08-15 14:32:00,2023-08-15 14:32:00,45,0,115,Regular
12,10879.76,112.16,5004,2022-12-16 10:08:00,2023-11-24 10:46:00,46,343,15,VIP
4,225.26,2.68,291,2023-03-18 12:26:00,2023-07-01 13:07:00,74,105,160,Regular
4,3590.41,19.2,3150,2023-09-22 13:31:00,2023-12-08 15:03:00,135,77,0,High Value
3,2564.5,30.17,1281,2022-12-01 13:23:00,2023-11-09 14:31:00,59,343,29,High Value
1,91.32,45.66,73,2023-09-08 10:11:00,2023-09-08 10:11:00,2,0,92,Regular
3,1134.28,22.69,608,2023-05-12 12:54:00,2023-11-17 08:53:00,47,188,22,Regular
6,3100.09,20.13,1646,2023-04-18 10:04:00,2023-09-05 15:56:00,108,140,94,VIP
2,659.46,18.84,483,2023-09-26 14:02:00,2023-11-11 14:53:00,32,46,27,Regular
